offer_id,clicked_at
811883909,2021-04-14 14:56:59
811883964,2021-04-04 20:42:55
811956354,2021-03-29 20:34:54
811981263,2021-03-29 17:47:11
812057490,2021-03-29 20:41:12
812061078,2021-03-29 20:49:22
812067785,2021-03-29 21:13:59
812085098,2021-03-29 23:58:02
812097732,2021-03-30 00:41:59
812100017,2021-03-30 00:36:00
812116772,2021-03-30 01:44:38
812146994,2021-03-30 02:52:13
812148717,2021-03-30 04:37:00
812154759,2021-03-30 03:35:44
812261656,2021-03-30 14:32:11
812299783,2021-03-30 17:43:32
812316419,2021-03-30 18:42:36
812396203,2021-03-30 22:37:09
812405163,2021-03-30 22:04:57
812407392,2021-03-31 00:00:56
812416406,2021-03-30 23:53:39
812431514,2021-03-31 00:35:11
812439087,2021-03-31 01:41:43
812448826,2021-03-31 01:26:37
812450032,2021-03-31 03:00:19
812453417,2021-03-31 02:30:29
812470935,2021-03-31 04:43:01
812476629,2021-03-31 04:31:19
812478974,2021-03-31 14:38:01
812530940,2021-03-31 14:57:00
812572944,2021-03-31 14:23:21
812581232,2021-03-31 17:01:35
812600759,2021-03-31 18:18:24
812604707,2021-03-31 19:24:15
812609407,2021-03-31 18:27:05
812674967,2021-03-31 21:38:05
812685005,2021-03-31 19:56:04
812694677,2021-03-31 20:33:03
812718473,2021-03-31 23:54:16
812776983,2021-04-01 02:26:00
812798063,2021-04-01 05:39:26
812843384,2021-04-01 12:41:55
812926928,2021-04-01 16:48:24
812931265,2021-04-01 17:55:13
812942916,2021-04-01 17:38:52
812950613,2021-04-01 17:07:11
812957723,2021-04-01 18:51:49
812958728,2021-04-01 18:41:18
812961278,2021-04-01 19:03:43
812969707,2021-04-01 19:49:12
812970955,2021-04-01 19:57:05
813017882,2021-04-08 20:20:05
813030400,2021-04-01 22:42:19
813040329,2021-04-01 23:48:33
813062464,2021-04-02 00:37:34
810165496,2021-03-23 06:41:55
810166502,2021-03-23 06:43:58
810186737,2021-03-23 10:36:59
810190769,2021-03-23 11:49:27
810237014,2021-03-23 15:48:09
810290624,2021-03-23 16:55:53
810333335,2021-03-23 20:39:18
810375180,2021-03-24 00:05:37
810378532,2021-03-23 23:45:44
810420122,2021-03-24 03:02:29
810420837,2021-03-24 02:44:46
810427582,2021-03-24 03:46:02
810463913,2021-03-24 07:05:53
810466005,2021-03-24 08:45:15
810466109,2021-03-24 08:37:10
810472435,2021-03-24 09:56:34
810550856,2021-03-24 17:00:00
810557581,2021-03-24 16:46:52
810567661,2021-03-24 18:22:20
810594780,2021-03-24 17:44:20
810601374,2021-03-24 19:55:44
810653524,2021-03-24 22:00:20
810653690,2021-03-24 22:19:14
810656156,2021-03-24 22:46:14
810678255,2021-03-24 22:32:51
810683984,2021-04-16 17:03:31
810703944,2021-03-25 01:53:12
810733061,2021-03-25 04:46:30
810764388,2021-03-25 09:02:26
810776380,2021-03-25 09:44:42
810823486,2021-03-25 14:42:10
810876777,2021-03-25 16:36:55
810877111,2021-03-25 20:21:40
810972236,2021-03-25 23:36:49
811002162,2021-03-26 02:06:05
811034053,2021-03-26 04:56:53
811044166,2021-03-26 05:44:16
811053773,2021-03-26 06:51:28
811054807,2021-03-26 07:01:40
811068662,2021-03-26 09:40:12
811096925,2021-03-26 13:55:11
811110488,2021-03-26 15:07:00
811113598,2021-03-26 15:09:59
811115965,2021-03-26 14:43:08
811130886,2021-03-26 15:49:38
811132858,2021-03-26 15:40:35
811153809,2021-03-26 16:53:18
811162180,2021-03-26 17:00:51
811166580,2021-03-26 15:47:38
811195976,2021-03-26 18:40:22
811198288,2021-03-26 18:53:27
811200259,2021-03-26 19:02:51
811230793,2021-03-26 20:52:37
811234014,2021-03-26 21:05:46
811255980,2021-03-26 22:03:04
811380444,2021-03-27 11:47:00
811391342,2021-03-27 13:47:02
811418467,2021-03-27 14:54:16
811418778,2021-03-27 14:48:29
811458708,2021-03-27 16:32:29
811477372,2021-03-27 18:53:00
811478882,2021-03-27 18:52:28
811518024,2021-03-27 21:47:18
811525936,2021-03-27 21:29:39
811527955,2021-03-27 22:41:34
811531975,2021-03-27 23:45:05
811534897,2021-03-27 23:38:08
811537463,2021-03-27 23:49:04
811542468,2021-03-27 23:48:10
811544304,2021-03-27 23:43:15
811553877,2021-03-28 00:40:02
811557997,2021-03-28 01:40:34
811585336,2021-03-28 04:05:02
811593209,2021-03-28 04:43:43
811600691,2021-03-28 04:47:24
811604701,2021-03-28 06:52:20
811616854,2021-03-28 07:50:43
811630442,2021-03-28 11:41:57
811645392,2021-03-28 13:44:29
811686010,2021-03-28 16:50:50
811737429,2021-03-28 20:44:14
811756381,2021-03-28 21:44:16
811780853,2021-03-29 00:52:57
811817604,2021-03-29 04:14:13
811863660,2021-03-29 09:46:44
811919153,2021-03-29 15:43:49
811938765,2021-03-29 14:58:17
811953062,2021-03-29 17:13:12
811954708,2021-03-29 16:46:13
811959070,2021-03-29 16:54:11
811975128,2021-03-29 17:47:51
811978319,2021-03-29 17:50:58
811984429,2021-03-29 17:33:35
812002001,2021-03-29 19:55:22
812015381,2021-03-29 19:41:25
812040252,2021-03-29 19:40:32
812074169,2021-03-29 22:57:42
812150748,2021-03-30 03:13:08
812163314,2021-03-30 05:36:06
812176359,2021-03-30 06:10:28
812182945,2021-03-30 08:37:07
812213681,2021-03-30 13:40:40
812217284,2021-03-30 13:35:07
812254559,2021-03-30 15:43:34
812266889,2021-03-30 17:00:21
812272977,2021-03-30 17:06:20
812369874,2021-03-30 20:49:13
812379712,2021-03-30 21:48:19
812397499,2021-03-30 21:39:41
812409249,2021-03-31 00:06:54
812474864,2021-03-31 04:50:09
812494009,2021-03-31 07:46:06
812558566,2021-03-31 14:41:16
812577296,2021-03-31 14:35:37
812582774,2021-03-31 14:50:08
812584825,2021-03-31 17:08:30
812634883,2021-03-31 20:11:47
812639628,2021-03-31 19:59:57
812667866,2021-03-31 20:45:20
812674140,2021-04-01 00:15:30
812695495,2021-03-31 23:18:09
812710245,2021-03-31 23:05:36
812710263,2021-03-31 23:04:01
812753104,2021-04-01 01:43:20
812795487,2021-04-01 04:10:52
812836902,2021-04-01 12:38:45
812868402,2021-04-01 14:37:33
812874193,2021-04-01 14:54:35
812895040,2021-04-01 14:31:30
812932109,2021-04-01 17:37:17
812944323,2021-04-01 16:49:34
812950977,2021-04-01 18:51:33
812993842,2021-04-01 20:48:04
813010116,2021-04-01 23:41:56
813010117,2021-04-01 22:33:38
813047884,2021-04-01 23:29:16
813066500,2021-04-08 17:44:23
810121096,2021-03-23 01:59:28
810133491,2021-03-23 03:08:09
810146685,2021-03-23 03:40:49
810169451,2021-03-23 06:54:42
810171316,2021-03-23 06:43:28
810186416,2021-03-23 10:45:21
810188834,2021-03-23 10:44:37
810195930,2021-03-23 11:03:55
810211097,2021-03-23 13:50:36
810221633,2021-03-23 13:16:33
810228943,2021-03-23 13:45:17
810292841,2021-03-23 17:04:09
810296357,2021-03-23 19:05:30
810297419,2021-03-23 18:54:10
810305569,2021-03-23 18:44:21
810309774,2021-03-23 20:06:26
810314736,2021-03-23 19:46:43
810368391,2021-03-23 22:51:35
810371023,2021-03-23 22:53:07
810399494,2021-03-24 01:45:38
810407609,2021-03-24 02:39:13
810432221,2021-03-24 03:38:08
810435877,2021-03-24 04:48:14
810443634,2021-03-24 04:48:06
810470515,2021-03-24 08:23:23
810483319,2021-03-24 11:37:52
810484805,2021-03-24 12:50:41
810486846,2021-03-24 12:49:48
810506535,2021-03-24 13:04:50
810513399,2021-03-24 15:13:29
810535288,2021-03-24 15:40:37
810571082,2021-03-24 16:30:03
810575295,2021-03-24 17:48:00
810589151,2021-03-24 18:50:36
810604975,2021-03-24 19:53:25
810653024,2021-03-24 21:45:29
810657348,2021-03-24 22:54:35
810687336,2021-03-25 00:44:24
810718321,2021-03-25 01:43:59
810719950,2021-03-25 01:52:36
810742508,2021-03-25 05:42:09
810760773,2021-03-25 07:44:11
810790302,2021-03-25 12:48:17
810804798,2021-03-25 12:52:29
810813461,2021-03-25 14:35:37
810830870,2021-03-25 14:14:31
810877083,2021-03-25 19:56:55
810877547,2021-03-25 17:58:58
810897112,2021-03-25 19:14:45
810973301,2021-03-25 23:36:49
810973303,2021-03-25 23:41:13
810981508,2021-03-25 23:41:10
810990812,2021-03-26 00:52:21
810994504,2021-03-26 01:13:18
811032131,2021-03-26 03:53:52
811043164,2021-03-26 05:34:06
811115936,2021-03-26 13:30:26
811131295,2021-03-26 14:14:27
811132885,2021-03-26 15:42:47
811136942,2021-03-26 15:55:15
811150535,2021-03-26 16:40:47
811195825,2021-03-26 19:09:26
811206334,2021-03-26 18:51:23
811207638,2021-03-26 17:49:15
811214409,2021-03-26 20:14:55
811230765,2021-03-26 20:42:36
811294038,2021-03-27 00:55:18
811302236,2021-03-27 00:44:59
811303418,2021-03-27 01:58:57
811309306,2021-03-27 01:45:28
811315310,2021-03-27 01:13:33
811331319,2021-03-28 21:55:51
811421101,2021-03-27 14:07:20
811431284,2021-03-27 15:43:25
811435268,2021-03-27 16:56:24
811439026,2021-03-27 16:43:53
811453121,2021-03-27 17:48:02
811457928,2021-03-27 17:58:13
811460869,2021-03-27 17:45:47
811467535,2021-03-27 17:07:43
811469875,2021-03-27 18:41:49
811476937,2021-03-27 17:46:01
811478071,2021-03-27 18:44:31
811512727,2021-03-27 21:46:37
811523495,2021-03-27 21:17:23
811527684,2021-03-27 22:37:17
811533009,2021-03-27 23:40:33
811537663,2021-03-27 23:52:23
811538090,2021-03-27 23:50:02
811538558,2021-04-04 21:38:29
811566997,2021-03-28 01:41:36
811588053,2021-03-28 03:23:19
811648854,2021-03-28 13:39:41
811650227,2021-03-28 14:43:04
811658218,2021-03-28 14:44:22
811660382,2021-03-28 14:38:45
811693831,2021-03-28 17:42:23
811741273,2021-03-28 20:57:00
811755052,2021-03-28 21:47:32
811758810,2021-03-28 21:41:40
811761527,2021-03-28 21:11:13
811775347,2021-03-28 23:51:41
811777727,2021-03-28 23:52:04
811787870,2021-03-29 00:48:48
811792616,2021-03-29 02:01:41
811808244,2021-03-29 02:47:54
811831100,2021-03-29 04:40:11
811895135,2021-03-29 13:59:16
811932549,2021-03-29 15:36:19
811933567,2021-03-29 15:36:20
811938889,2021-03-29 15:42:42
811987986,2021-03-29 17:08:39
812027286,2021-03-29 19:51:51
812047670,2021-03-29 21:47:44
812075511,2021-03-29 22:38:06
812077970,2021-03-29 23:00:16
812088998,2021-03-30 00:11:43
812101291,2021-03-30 00:40:19
812117613,2021-03-30 01:36:22
812142863,2021-03-30 03:32:41
812145141,2021-03-30 03:42:53
812153584,2021-03-30 03:29:07
812180680,2021-03-30 06:55:12
812183767,2021-03-30 08:30:27
812251946,2021-03-30 16:03:33
812294346,2021-03-30 17:55:31
812297324,2021-03-30 18:03:26
812303586,2021-03-30 18:14:53
812342029,2021-03-30 19:55:53
812354399,2021-03-30 20:43:39
812361300,2021-03-30 19:26:32
812405437,2021-03-31 01:36:45
812489539,2021-03-31 06:33:55
812496620,2021-03-31 06:53:49
812501512,2021-03-31 08:42:17
812524469,2021-03-31 11:56:50
812541654,2021-03-31 13:40:44
812563612,2021-03-31 14:52:18
812600457,2021-03-31 18:22:18
812605144,2021-03-31 18:20:15
812645906,2021-03-31 20:12:34
812653415,2021-03-31 20:43:34
812665727,2021-03-31 18:50:14
812676284,2021-03-31 21:41:54
812691838,2021-03-31 22:12:38
812692488,2021-03-31 20:26:27
812708281,2021-03-31 21:23:12
812732597,2021-03-31 23:45:29
812751564,2021-04-01 02:00:56
812774106,2021-04-01 02:11:32
812800931,2021-04-01 05:34:59
812803532,2021-04-01 06:39:30
812891718,2021-04-01 15:42:19
812948880,2021-04-01 17:02:21
812949932,2021-04-01 19:16:28
812970082,2021-04-01 19:43:56
812980591,2021-04-01 20:02:57
812991133,2021-04-01 19:06:05
812997171,2021-04-01 20:44:58
813056092,2021-04-02 00:37:32
813066432,2021-04-02 00:33:13
810128303,2021-03-23 01:01:12
810152120,2021-03-23 04:47:50
810173875,2021-03-23 06:27:21
810201538,2021-03-23 12:39:25
810239786,2021-03-23 15:42:53
810257493,2021-03-25 14:35:51
810275147,2021-03-23 17:44:14
810298641,2021-03-23 19:02:31
810330116,2021-03-23 20:58:19
810338659,2021-03-23 19:50:22
810358797,2021-03-23 21:05:27
810364566,2021-03-23 22:48:28
810402676,2021-03-24 01:53:25
810403372,2021-03-24 01:50:23
810406951,2021-03-24 00:34:19
810429976,2021-03-24 03:39:23
810447370,2021-03-24 04:32:18
810479143,2021-03-24 11:43:17
810483042,2021-03-24 10:53:36
810548854,2021-03-24 17:09:02
810598810,2021-03-24 17:54:31
810607119,2021-03-24 18:21:06
810631643,2021-03-24 20:56:30
810669037,2021-03-24 22:56:27
810669454,2021-03-24 22:53:02
810670290,2021-03-24 22:44:03
810687984,2021-03-24 23:18:52
810690740,2021-03-29 20:44:53
810715760,2021-03-25 01:31:03
810742203,2021-03-25 04:47:41
810827067,2021-03-25 14:04:01
810843868,2021-03-25 15:40:24
810845607,2021-03-25 15:40:39
810850739,2021-03-25 16:58:15
810897423,2021-03-25 18:56:04
810926833,2021-03-25 21:07:54
810996568,2021-03-26 01:15:35
811002791,2021-03-26 01:58:04
811003506,2021-03-26 01:53:23
811037356,2021-03-26 03:28:10
811049975,2021-03-26 06:48:11
811065237,2021-03-26 08:42:22
811084722,2021-03-26 11:15:21
811131941,2021-03-26 15:45:41
811135230,2021-03-26 16:01:45
811138620,2021-03-26 15:45:11
811150116,2021-03-26 15:02:28
811173013,2021-03-26 17:56:54
811177276,2021-03-30 08:12:54
811197636,2021-03-26 17:16:48
811212307,2021-03-26 20:05:24
811218280,2021-03-26 20:14:41
811244186,2021-03-26 20:40:28
811261723,2021-03-26 22:01:45
811264905,2021-03-26 22:41:30
811274583,2021-03-26 22:45:42
811281708,2021-03-26 23:53:15
811300882,2021-03-27 01:53:08
811327135,2021-03-27 03:40:52
811335334,2021-03-27 03:10:19
811360871,2021-03-27 07:40:36
811380238,2021-04-12 02:01:39
811386370,2021-03-27 12:43:03
811386449,2021-03-27 12:50:28
811387015,2021-03-27 12:47:35
811405254,2021-03-27 14:56:43
811406841,2021-03-27 14:55:45
811458127,2021-03-27 17:47:55
811489140,2021-03-27 18:32:10
811515184,2021-03-27 21:56:08
811534129,2021-03-27 23:44:00
811537433,2021-03-27 23:48:40
811548997,2021-03-28 00:39:32
811585558,2021-03-28 03:55:23
811591316,2021-03-28 04:47:22
811595451,2021-03-28 05:56:19
811607344,2021-03-28 06:42:25
811611562,2021-03-28 07:40:28
811618280,2021-03-28 09:38:00
811623380,2021-03-28 10:35:38
811643981,2021-03-28 13:39:28
811671247,2021-03-28 15:47:22
811693874,2021-03-28 17:51:06
811748615,2021-03-28 21:50:34
811761018,2021-03-28 22:52:09
811765291,2021-03-28 22:42:42
811807170,2021-03-29 03:00:46
811823982,2021-03-29 03:04:00
811824998,2021-03-29 04:39:37
811841879,2021-03-29 15:02:44
811843325,2021-03-29 06:42:56
811846144,2021-03-29 07:38:37
811849489,2021-03-29 07:41:46
811864660,2021-03-29 10:38:10
811923908,2021-03-29 15:46:02
811981707,2021-03-29 17:50:59
812002721,2021-03-29 18:34:19
812008801,2021-03-29 20:02:13
812101994,2021-03-29 23:30:18
812103099,2021-03-30 00:40:37
812108296,2021-03-30 00:39:25
812116289,2021-03-30 00:31:20
812119401,2021-03-30 01:37:00
812132108,2021-03-30 02:53:53
812141603,2021-03-30 02:27:06
812146705,2021-03-30 03:33:40
812161397,2021-03-30 05:34:45
812180730,2021-03-30 07:35:04
812207305,2021-03-30 12:35:49
812241801,2021-03-30 14:45:36
812262151,2021-03-30 14:33:42
812294614,2021-03-30 17:34:59
812374881,2021-03-30 21:39:43
812417013,2021-03-30 22:53:52
812423792,2021-03-31 00:39:25
812447355,2021-03-31 02:55:27
812447439,2021-03-31 01:19:28
812461734,2021-03-31 03:35:35
812466853,2021-03-31 03:44:24
812477257,2021-03-31 05:41:04
812489555,2021-03-31 06:42:22
812567361,2021-04-01 20:45:22
812581477,2021-03-31 14:46:04
812599369,2021-03-31 19:16:19
812611364,2021-03-31 18:56:38
812618610,2021-03-31 20:04:06
812625441,2021-03-31 18:35:09
812647396,2021-03-31 20:11:19
812660711,2021-03-31 18:35:25
812674972,2021-04-01 01:44:28
812734434,2021-04-01 00:33:10
812750370,2021-04-01 01:40:52
812788035,2021-04-01 04:36:51
812793703,2021-04-01 05:36:03
812803487,2021-04-01 06:42:45
812829254,2021-04-01 09:48:30
812848125,2021-04-01 13:36:40
812901633,2021-04-01 14:50:48
812925311,2021-04-01 17:09:37
812963253,2021-04-01 18:52:46
810119126,2021-03-23 02:13:49
810138849,2021-03-23 03:50:33
810141713,2021-03-23 03:54:10
810150675,2021-03-23 23:00:14
810153277,2021-03-23 03:27:41
810184877,2021-03-23 09:40:42
810191621,2021-03-23 10:16:14
810308854,2021-03-23 20:05:00
810329355,2021-03-23 20:37:35
810399523,2021-03-24 01:47:42
810405896,2021-03-24 02:06:24
810427549,2021-03-24 03:40:40
810441387,2021-03-24 03:40:04
810448671,2021-03-24 05:50:54
810459659,2021-03-24 07:42:11
810466305,2021-03-24 07:29:15
810481694,2021-03-24 12:51:24
810482507,2021-03-24 10:49:04
810485542,2021-03-24 12:48:03
810485956,2021-04-14 18:14:15
810598099,2021-03-24 19:05:53
810602944,2021-03-24 20:08:34
810615146,2021-03-24 20:17:17
810619494,2021-03-24 18:58:20
810715011,2021-03-25 01:26:29
810721870,2021-03-25 03:48:12
810722186,2021-03-25 03:53:41
810727793,2021-03-25 04:02:16
810729287,2021-03-25 03:52:33
810753219,2021-03-25 06:54:49
810764806,2021-03-25 07:34:18
810798872,2021-03-25 19:45:44
810803729,2021-03-25 13:46:38
810824184,2021-03-25 14:40:43
810826355,2021-03-25 16:04:55
810862198,2021-03-25 16:56:51
810912963,2021-03-25 20:00:19
810915330,2021-03-25 18:38:06
810933546,2021-03-25 21:07:26
810936619,2021-03-25 19:46:11
811044019,2021-03-26 05:41:36
811045211,2021-03-26 05:44:26
811064112,2021-03-26 08:42:58
811087795,2021-03-26 12:42:58
811141839,2021-03-26 15:37:23
811213393,2021-03-26 19:54:20
811221659,2021-03-26 19:50:22
811251750,2021-03-26 20:17:05
811287072,2021-03-26 23:39:57
811291389,2021-03-27 01:06:18
811303580,2021-03-27 01:43:46
811314649,2021-03-27 02:46:49
811315371,2021-03-27 02:55:13
811336980,2021-03-27 04:43:15
811396693,2021-03-27 13:45:26
811489794,2021-03-27 19:36:37
811501224,2021-03-27 20:49:07
811505837,2021-03-27 20:38:23
811507836,2021-03-27 20:48:01
811519900,2021-03-27 22:41:32
811533761,2021-03-27 23:43:47
811534975,2021-03-27 23:39:10
811536545,2021-03-27 22:18:29
811551663,2021-03-28 00:48:00
811554944,2021-03-27 23:49:46
811556416,2021-03-28 00:49:02
811592171,2021-03-28 04:46:43
811596533,2021-03-28 05:55:00
811597008,2021-03-28 05:46:18
811614609,2021-03-28 08:39:30
811664013,2021-03-28 15:45:32
811668084,2021-03-28 15:42:11
811700001,2021-03-28 17:49:00
811717199,2021-03-28 18:38:58
811731097,2021-03-28 19:42:24
811735894,2021-03-28 20:45:41
811787330,2021-03-29 00:40:14
811788561,2021-03-29 00:47:01
811835855,2021-03-29 05:50:03
811838311,2021-03-29 05:39:47
811881481,2021-04-05 14:34:25
811928932,2021-03-29 15:43:12
811972543,2021-03-29 16:29:18
